moy,dom,hod,Toutdoor,Qheat_profile,Q_dhw_profile,Q_house_profile
3.0,4.0,12.0,8.3,0.9741407083744437,0.21,1.1841407083744437
3.0,4.0,13.0,9.6,0.7519682661136058,0.315,1.0669682661136057
3.0,4.0,14.0,9.4,0.7861486418460423,0.0,0.7861486418460423
3.0,4.0,15.0,9.4,0.7861486418460423,0.105,0.8911486418460423
3.0,4.0,16.0,8.9,0.8715995811771339,0.105,0.9765995811771339
3.0,4.0,17.0,8.7,0.9057799569095707,0.105,1.0107799569095708
3.0,4.0,18.0,7.0,1.1963131506352818,0.0,1.1963131506352818
3.0,4.0,19.0,6.6,1.2646739021001552,0.315,1.5796739021001551
3.0,4.0,20.0,6.0,1.367215029297465,0.105,1.472215029297465
3.0,4.0,21.0,5.5,1.4526659686285566,0.735,2.1876659686285564
3.0,4.0,22.0,5.2,1.5039365322272116,1.505,3.0089365322272115
3.0,4.0,23.0,4.2,1.6748384108893948,0.0,1.6748384108893948
3.0,4.0,24.0,3.6,1.7773795380867046,0.0,1.7773795380867046
3.0,5.0,1.0,3.9,1.7261089744880496,0.0,1.7261089744880496
3.0,5.0,2.0,4.2,1.6748384108893948,0.0,1.6748384108893948
3.0,5.0,3.0,3.8,1.7431991623542678,0.0,1.7431991623542678
3.0,5.0,4.0,3.2,1.8457402895515778,0.0,1.8457402895515778
3.0,5.0,5.0,3.0,1.8799206652840144,0.0,1.8799206652840144
3.0,5.0,6.0,2.7,1.9311912288826694,0.0,1.9311912288826694
3.0,5.0,7.0,2.4,1.9824617924813241,0.0,1.9824617924813241
3.0,5.0,8.0,3.0,1.8799206652840144,1.6099999999999999,3.4899206652840142
3.0,5.0,9.0,3.1,1.8628304774177962,0.42,2.282830477417796
3.0,5.0,10.0,3.8,1.7431991623542678,0.21,1.9531991623542677
3.0,5.0,11.0,5.1,1.5210267200934298,0.105,1.6260267200934297
3.0,5.0,12.0,6.8,1.2304935263677186,0.21,1.4404935263677185
3.0,5.0,13.0,7.5,1.1108622113041904,0.315,1.4258622113041903
3.0,5.0,14.0,7.6,1.093772023437972,0.0,1.093772023437972
3.0,5.0,15.0,7.7,1.0766818355717536,0.105,1.1816818355717535
3.0,5.0,16.0,7.1,1.1792229627690636,0.105,1.2842229627690636
3.0,5.0,17.0,6.3,1.31594446569881,0.105,1.42094446569881
3.0,5.0,18.0,5.8,1.4013954050299016,0.0,1.4013954050299016
3.0,5.0,19.0,3.9,1.7261089744880496,0.315,2.0411089744880497
3.0,5.0,20.0,2.8,1.9141010410164507,0.105,2.0191010410164507
3.0,5.0,21.0,1.6,2.1191832954110708,0.735,2.8541832954110706
3.0,5.0,22.0,1.8,2.085002919678634,1.505,3.590002919678634
3.0,5.0,23.0,1.4,2.153363671143507,0.0,2.153363671143507
3.0,5.0,24.0,1.0,2.2217244226083808,0.0,2.2217244226083808
3.0,6.0,1.0,1.3,2.1704538590097253,0.0,2.1704538590097253
3.0,6.0,2.0,1.4,2.153363671143507,0.0,2.153363671143507
3.0,6.0,3.0,1.3,2.1704538590097253,0.0,2.1704538590097253
3.0,6.0,4.0,1.2,2.187544046875944,0.0,2.187544046875944
3.0,6.0,5.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,6.0,6.0,0.7,2.2729949862070358,0.0,2.2729949862070358
3.0,6.0,7.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,6.0,8.0,1.0,2.2217244226083808,1.6099999999999999,3.8317244226083806
3.0,6.0,9.0,1.6,2.1191832954110708,0.42,2.5391832954110707
3.0,6.0,10.0,2.2,2.0166421682137607,0.21,2.2266421682137607
3.0,6.0,11.0,2.7,1.9311912288826694,0.105,2.0361912288826693
3.0,6.0,12.0,3.5,1.7944697259529228,0.21,2.004469725952923
3.0,6.0,13.0,4.8,1.5722972836920845,0.315,1.8872972836920845
3.0,6.0,14.0,4.8,1.5722972836920845,0.0,1.5722972836920845
3.0,6.0,15.0,4.8,1.5722972836920845,0.105,1.6772972836920845
3.0,6.0,16.0,4.2,1.6748384108893948,0.105,1.7798384108893948
3.0,6.0,17.0,3.7,1.7602893502204862,0.105,1.8652893502204861
3.0,6.0,18.0,2.3,1.9995519803475423,0.0,1.9995519803475423
3.0,6.0,19.0,1.5,2.136273483277289,0.315,2.451273483277289
3.0,6.0,20.0,0.3,2.3413557376719085,0.105,2.4463557376719085
3.0,6.0,21.0,1.2,2.187544046875944,0.735,2.922544046875944
3.0,6.0,22.0,0.6,2.290085174073254,1.505,3.795085174073254
3.0,6.0,23.0,1.5,2.136273483277289,0.0,2.136273483277289
3.0,6.0,24.0,2.8,1.9141010410164507,0.0,1.9141010410164507
3.0,7.0,1.0,3.2,1.8457402895515778,0.0,1.8457402895515778
3.0,7.0,2.0,2.7,1.9311912288826694,0.0,1.9311912288826694
3.0,7.0,3.0,3.3,1.8286501016853594,0.0,1.8286501016853594
3.0,7.0,4.0,3.3,1.8286501016853594,0.0,1.8286501016853594
3.0,7.0,5.0,1.9,2.0679127318124157,0.0,2.0679127318124157
3.0,7.0,6.0,3.3,1.8286501016853594,0.0,1.8286501016853594
3.0,7.0,7.0,3.1,1.8628304774177962,0.0,1.8628304774177962
3.0,7.0,8.0,4.4,1.640658035156958,1.6099999999999999,3.250658035156958
3.0,7.0,9.0,5.8,1.4013954050299016,0.42,1.8213954050299015
3.0,7.0,10.0,6.2,1.3330346535650284,0.21,1.5430346535650283
3.0,7.0,11.0,6.9,1.2134033385015002,0.105,1.3184033385015002
3.0,7.0,12.0,7.6,1.093772023437972,0.21,1.303772023437972
3.0,7.0,13.0,7.5,1.1108622113041904,0.315,1.4258622113041903
3.0,7.0,14.0,8.6,0.9228701447757889,0.0,0.9228701447757889
3.0,7.0,15.0,5.7,1.41848559289612,0.105,1.52348559289612
3.0,7.0,16.0,5.4,1.4697561564947748,0.105,1.5747561564947747
3.0,7.0,17.0,4.5,1.6235678472907396,0.105,1.7285678472907395
3.0,7.0,18.0,4.1,1.691928598755613,0.0,1.691928598755613
3.0,7.0,19.0,3.2,1.8457402895515778,0.315,2.160740289551578
3.0,7.0,20.0,3.0,1.8799206652840144,0.105,1.9849206652840143
3.0,7.0,21.0,1.8,2.085002919678634,0.735,2.820002919678634
3.0,7.0,22.0,1.0,2.2217244226083808,1.505,3.7267244226083807
3.0,7.0,23.0,-0.1,2.409716489136782,0.0,2.409716489136782
3.0,7.0,24.0,-1.5,2.6489791192638386,0.0,2.6489791192638386
3.0,8.0,1.0,-2.2,2.7686104343273663,0.0,2.7686104343273663
3.0,8.0,2.0,-1.9,2.7173398707287117,0.0,2.7173398707287117
3.0,8.0,3.0,-2.3,2.785700622193585,0.0,2.785700622193585
3.0,8.0,4.0,-2.5,2.8198809979260213,0.0,2.8198809979260213
3.0,8.0,5.0,-3.3,2.956602500855768,0.0,2.956602500855768
3.0,8.0,6.0,-3.7,3.0249632523206413,0.0,3.0249632523206413
3.0,8.0,7.0,-2.6,2.83697118579224,0.0,2.83697118579224
3.0,8.0,8.0,0.8,2.255904798340817,1.6099999999999999,3.865904798340817
3.0,8.0,9.0,3.2,1.8457402895515778,0.42,2.265740289551578
3.0,8.0,10.0,4.8,1.5722972836920845,0.21,1.7822972836920845
3.0,8.0,11.0,5.7,1.41848559289612,0.105,1.52348559289612
3.0,8.0,12.0,5.9,1.3843052171636832,0.21,1.5943052171636831
3.0,8.0,13.0,6.7,1.2475837142339368,0.315,1.5625837142339367
3.0,8.0,14.0,6.7,1.2475837142339368,0.0,1.2475837142339368
3.0,8.0,15.0,6.8,1.2304935263677186,0.105,1.3354935263677186
3.0,8.0,16.0,6.3,1.31594446569881,0.105,1.42094446569881
3.0,8.0,17.0,5.7,1.41848559289612,0.105,1.52348559289612
3.0,8.0,18.0,5.4,1.4697561564947748,0.0,1.4697561564947748
3.0,8.0,19.0,5.1,1.5210267200934298,0.315,1.8360267200934297
3.0,8.0,20.0,4.7,1.5893874715583032,0.105,1.6943874715583032
3.0,8.0,21.0,4.3,1.6577482230231761,0.735,2.392748223023176
3.0,8.0,22.0,4.1,1.691928598755613,1.505,3.196928598755613
3.0,8.0,23.0,3.7,1.7602893502204862,0.0,1.7602893502204862
3.0,8.0,24.0,3.0,1.8799206652840144,0.0,1.8799206652840144
3.0,9.0,1.0,1.4,2.153363671143507,0.0,2.153363671143507
3.0,9.0,2.0,0.0,2.3926263012705635,0.0,2.3926263012705635
3.0,9.0,3.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,9.0,4.0,1.0,2.2217244226083808,0.0,2.2217244226083808
3.0,9.0,5.0,1.2,2.187544046875944,0.0,2.187544046875944
3.0,9.0,6.0,0.4,2.3242655498056903,0.0,2.3242655498056903
3.0,9.0,7.0,0.3,2.3413557376719085,0.0,2.3413557376719085
3.0,9.0,8.0,1.2,2.187544046875944,1.6099999999999999,3.797544046875944
3.0,9.0,9.0,2.3,1.9995519803475423,0.42,2.4195519803475425
3.0,9.0,10.0,2.6,1.9482814167488876,0.21,2.1582814167488875
3.0,9.0,11.0,3.5,1.7944697259529228,0.105,1.8994697259529227
3.0,9.0,12.0,3.8,1.7431991623542678,0.21,1.9531991623542677
3.0,9.0,13.0,3.6,1.7773795380867046,0.315,2.0923795380867047
3.0,9.0,14.0,3.6,1.7773795380867046,0.0,1.7773795380867046
3.0,9.0,15.0,3.5,1.7944697259529228,0.105,1.8994697259529227
3.0,9.0,16.0,3.4,1.811559913819141,0.105,1.916559913819141
3.0,9.0,17.0,3.3,1.8286501016853594,0.105,1.9336501016853593
3.0,9.0,18.0,3.0,1.8799206652840144,0.0,1.8799206652840144
3.0,9.0,19.0,2.5,1.965371604615106,0.315,2.280371604615106
3.0,9.0,20.0,2.3,1.9995519803475423,0.105,2.1045519803475425
3.0,9.0,21.0,2.0,2.0508225439461976,0.735,2.7858225439461974
3.0,9.0,22.0,1.5,2.136273483277289,1.505,3.641273483277289
3.0,9.0,23.0,1.2,2.187544046875944,0.0,2.187544046875944
3.0,9.0,24.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,10.0,1.0,0.8,2.255904798340817,0.0,2.255904798340817
3.0,10.0,2.0,0.6,2.290085174073254,0.0,2.290085174073254
3.0,10.0,3.0,0.3,2.3413557376719085,0.0,2.3413557376719085
3.0,10.0,4.0,0.2,2.358445925538127,0.0,2.358445925538127
3.0,10.0,5.0,-0.1,2.409716489136782,0.0,2.409716489136782
3.0,10.0,6.0,-0.2,2.4268066770030003,0.0,2.4268066770030003
3.0,10.0,7.0,0.1,2.3755361134043453,0.0,2.3755361134043453
3.0,10.0,8.0,0.8,2.255904798340817,1.6099999999999999,3.865904798340817
3.0,10.0,9.0,0.8,2.255904798340817,0.42,2.675904798340817
3.0,10.0,10.0,1.4,2.153363671143507,0.21,2.363363671143507
3.0,10.0,11.0,1.6,2.1191832954110708,0.105,2.2241832954110707
3.0,10.0,12.0,1.9,2.0679127318124157,0.21,2.2779127318124157
3.0,10.0,13.0,2.2,2.0166421682137607,0.315,2.3316421682137607
3.0,10.0,14.0,2.3,1.9995519803475423,0.0,1.9995519803475423
3.0,10.0,15.0,2.2,2.0166421682137607,0.105,2.1216421682137607
3.0,10.0,16.0,2.4,1.9824617924813241,0.105,2.0874617924813244
3.0,10.0,17.0,2.2,2.0166421682137607,0.105,2.1216421682137607
3.0,10.0,18.0,2.2,2.0166421682137607,0.0,2.0166421682137607
3.0,10.0,19.0,2.1,2.0337323560799794,0.315,2.3487323560799793
3.0,10.0,20.0,2.0,2.0508225439461976,0.105,2.1558225439461975
3.0,10.0,21.0,1.8,2.085002919678634,0.735,2.820002919678634
3.0,10.0,22.0,1.7,2.1020931075448526,1.505,3.6070931075448525
3.0,10.0,23.0,1.5,2.136273483277289,0.0,2.136273483277289
3.0,10.0,24.0,1.4,2.153363671143507,0.0,2.153363671143507
3.0,11.0,1.0,1.1,2.204634234742162,0.0,2.204634234742162
3.0,11.0,2.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,11.0,3.0,1.0,2.2217244226083808,0.0,2.2217244226083808
3.0,11.0,4.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,11.0,5.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,11.0,6.0,0.7,2.2729949862070358,0.0,2.2729949862070358
3.0,11.0,7.0,0.8,2.255904798340817,0.0,2.255904798340817
3.0,11.0,8.0,1.0,2.2217244226083808,1.6099999999999999,3.8317244226083806
3.0,11.0,9.0,1.4,2.153363671143507,0.42,2.573363671143507
3.0,11.0,10.0,2.6,1.9482814167488876,0.21,2.1582814167488875
3.0,11.0,11.0,3.5,1.7944697259529228,0.105,1.8994697259529227
3.0,11.0,12.0,4.5,1.6235678472907396,0.21,1.8335678472907395
3.0,11.0,13.0,5.1,1.5210267200934298,0.315,1.8360267200934297
3.0,11.0,14.0,5.3,1.486846344360993,0.0,1.486846344360993
3.0,11.0,15.0,5.1,1.5210267200934298,0.105,1.6260267200934297
3.0,11.0,16.0,4.7,1.5893874715583032,0.105,1.6943874715583032
3.0,11.0,17.0,3.9,1.7261089744880496,0.105,1.8311089744880495
3.0,11.0,18.0,1.7,2.1020931075448526,0.0,2.1020931075448526
3.0,11.0,19.0,0.6,2.290085174073254,0.315,2.605085174073254
3.0,11.0,20.0,0.8,2.255904798340817,0.105,2.360904798340817
3.0,11.0,21.0,1.0,2.2217244226083808,0.735,2.9567244226083806
3.0,11.0,22.0,1.0,2.2217244226083808,1.505,3.7267244226083807
3.0,11.0,23.0,1.6,2.1191832954110708,0.0,2.1191832954110708
3.0,11.0,24.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,12.0,1.0,1.0,2.2217244226083808,0.0,2.2217244226083808
3.0,12.0,2.0,0.1,2.3755361134043453,0.0,2.3755361134043453
3.0,12.0,3.0,0.3,2.3413557376719085,0.0,2.3413557376719085
3.0,12.0,4.0,0.9,2.238814610474599,0.0,2.238814610474599
3.0,12.0,5.0,0.4,2.3242655498056903,0.0,2.3242655498056903
3.0,12.0,6.0,0.2,2.358445925538127,0.0,2.358445925538127
3.0,12.0,7.0,0.8,2.255904798340817,0.0,2.255904798340817
3.0,12.0,8.0,1.8,2.085002919678634,1.6099999999999999,3.695002919678634
3.0,12.0,9.0,3.1,1.8628304774177962,0.42,2.282830477417796
3.0,12.0,10.0,3.9,1.7261089744880496,0.21,1.9361089744880495
3.0,12.0,11.0,4.7,1.5893874715583032,0.105,1.6943874715583032
3.0,12.0,12.0,5.9,1.3843052171636832,0.21,1.5943052171636831
3.0,12.0,13.0,6.2,1.3330346535650284,0.315,1.6480346535650283
3.0,12.0,14.0,6.1,1.3501248414312468,0.0,1.3501248414312468
3.0,12.0,15.0,6.1,1.3501248414312468,0.105,1.4551248414312468
3.0,12.0,16.0,6.3,1.31594446569881,0.105,1.42094446569881
3.0,12.0,17.0,6.1,1.3501248414312468,0.105,1.4551248414312468
3.0,12.0,18.0,4.1,1.691928598755613,0.0,1.691928598755613
3.0,12.0,19.0,3.9,1.7261089744880496,0.315,2.0411089744880497
3.0,12.0,20.0,3.9,1.7261089744880496,0.105,1.8311089744880495
3.0,12.0,21.0,3.9,1.7261089744880496,0.735,2.4611089744880497
3.0,12.0,22.0,4.0,1.7090187866218312,1.505,3.214018786621831
3.0,12.0,23.0,4.5,1.6235678472907396,0.0,1.6235678472907396
3.0,12.0,24.0,4.9,1.5552070958258664,0.0,1.5552070958258664
3.0,13.0,1.0,5.4,1.4697561564947748,0.0,1.4697561564947748
3.0,13.0,2.0,5.8,1.4013954050299016,0.0,1.4013954050299016
3.0,13.0,3.0,6.4,1.2988542778325916,0.0,1.2988542778325916
3.0,13.0,4.0,6.7,1.2475837142339368,0.0,1.2475837142339368
3.0,13.0,5.0,7.5,1.1108622113041904,0.0,1.1108622113041904
3.0,13.0,6.0,7.7,1.0766818355717536,0.0,1.0766818355717536
3.0,13.0,7.0,8.3,0.9741407083744437,0.0,0.9741407083744437
3.0,13.0,8.0,8.1,1.0083210841068804,1.6099999999999999,2.6183210841068805
3.0,13.0,9.0,8.5,0.9399603326420072,0.42,1.359960332642007
3.0,13.0,10.0,8.7,0.9057799569095707,0.21,1.1157799569095708
3.0,13.0,11.0,8.7,0.9057799569095707,0.105,1.0107799569095708
3.0,13.0,12.0,9.4,0.7861486418460423,0.21,0.9961486418460422
3.0,13.0,13.0,9.6,0.7519682661136058,0.315,1.0669682661136057
3.0,13.0,14.0,9.5,0.7690584539798241,0.0,0.7690584539798241
3.0,13.0,15.0,9.3,0.8032388297122606,0.105,0.9082388297122606
3.0,13.0,16.0,9.8,0.717787890381169,0.105,0.822787890381169
3.0,13.0,17.0,9.9,0.7006977025149508,0.105,0.8056977025149508
3.0,13.0,18.0,8.3,0.9741407083744437,0.0,0.9741407083744437
3.0,13.0,19.0,6.9,1.2134033385015002,0.315,1.5284033385015001
3.0,13.0,20.0,6.6,1.2646739021001552,0.105,1.3696739021001552
3.0,13.0,21.0,6.3,1.31594446569881,0.735,2.05094446569881
3.0,13.0,22.0,5.7,1.41848559289612,1.505,2.92348559289612
3.0,13.0,23.0,4.9,1.5552070958258664,0.0,1.5552070958258664
3.0,13.0,24.0,6.6,1.2646739021001552,0.0,1.2646739021001552
3.0,14.0,1.0,5.4,1.4697561564947748,0.0,1.4697561564947748
3.0,14.0,2.0,5.5,1.4526659686285566,0.0,1.4526659686285566
3.0,14.0,3.0,5.2,1.5039365322272116,0.0,1.5039365322272116
3.0,14.0,4.0,5.3,1.486846344360993,0.0,1.486846344360993
3.0,14.0,5.0,5.2,1.5039365322272116,0.0,1.5039365322272116
3.0,14.0,6.0,5.5,1.4526659686285566,0.0,1.4526659686285566
3.0,14.0,7.0,6.1,1.3501248414312468,0.0,1.3501248414312468
3.0,14.0,8.0,7.6,1.093772023437972,1.6099999999999999,2.703772023437972
3.0,14.0,9.0,8.4,0.9570505205082254,0.42,1.3770505205082253
3.0,14.0,10.0,9.8,0.717787890381169,0.21,0.9277878903811689
3.0,14.0,11.0,11.0,0.5127056359865494,0.105,0.6177056359865494
3.0,14.0,12.0,12.9,0.18799206652840136,0.21,0.39799206652840136
3.0,14.0,13.0,13.2,0.1367215029297466,0.315,0.4517215029297466
3.0,14.0,14.0,12.9,0.18799206652840136,0.0,0.18799206652840136
3.0,14.0,15.0,12.9,0.18799206652840136,0.105,0.2929920665284014
3.0,14.0,16.0,11.9,0.3588939451905845,0.105,0.46389394519058447
3.0,14.0,17.0,11.7,0.3930743209230213,0.105,0.4980743209230213
3.0,14.0,18.0,11.6,0.41016450878923955,0.0,0.41016450878923955
3.0,14.0,19.0,11.5,0.4272546966554578,0.315,0.7422546966554577
3.0,14.0,20.0,11.1,0.4956154481203311,0.105,0.6006154481203311
3.0,14.0,21.0,10.7,0.5639761995852044,0.735,1.2989761995852045
3.0,14.0,22.0,11.1,0.4956154481203311,1.505,2.000615448120331
3.0,14.0,23.0,11.0,0.5127056359865494,0.0,0.5127056359865494
3.0,14.0,24.0,11.1,0.4956154481203311,0.0,0.4956154481203311
3.0,15.0,1.0,11.0,0.5127056359865494,0.0,0.5127056359865494
3.0,15.0,2.0,11.0,0.5127056359865494,0.0,0.5127056359865494
3.0,15.0,3.0,11.0,0.5127056359865494,0.0,0.5127056359865494
3.0,15.0,4.0,10.9,0.5297958238527676,0.0,0.5297958238527676
3.0,15.0,5.0,10.7,0.5639761995852044,0.0,0.5639761995852044
3.0,15.0,6.0,10.4,0.6152467631838592,0.0,0.6152467631838592
3.0,15.0,7.0,10.3,0.6323369510500775,0.0,0.6323369510500775
3.0,15.0,8.0,10.8,0.5468860117189859,1.6099999999999999,2.156886011718986
3.0,15.0,9.0,11.3,0.46143507238789433,0.42,0.8814350723878943
3.0,15.0,10.0,12.2,0.30762338159192976,0.21,0.5176233815919298
3.0,15.0,11.0,11.8,0.3759841330568027,0.105,0.4809841330568027
3.0,15.0,12.0,12.3,0.2905331937257112,0.21,0.5005331937257111
3.0,15.0,13.0,13.2,0.1367215029297466,0.315,0.4517215029297466
3.0,15.0,14.0,13.0,0.17090187866218312,0.0,0.17090187866218312
3.0,15.0,15.0,13.3,0.11963131506352806,0.105,0.22463131506352807
3.0,15.0,16.0,13.0,0.17090187866218312,0.105,0.27590187866218313
3.0,15.0,17.0,12.9,0.18799206652840136,0.105,0.2929920665284014
3.0,15.0,18.0,12.6,0.23926263012705642,0.0,0.23926263012705642
3.0,15.0,19.0,12.2,0.30762338159192976,0.315,0.6226233815919298
3.0,15.0,20.0,12.4,0.27344300585949294,0.105,0.3784430058594929
3.0,15.0,21.0,12.6,0.23926263012705642,0.735,0.9742626301270564
3.0,15.0,22.0,12.8,0.20508225439461963,1.505,1.7100822543946195
3.0,15.0,23.0,12.9,0.18799206652840136,0.0,0.18799206652840136
3.0,15.0,24.0,13.0,0.17090187866218312,0.0,0.17090187866218312
3.0,16.0,1.0,12.4,0.27344300585949294,0.0,0.27344300585949294
3.0,16.0,2.0,12.6,0.23926263012705642,0.0,0.23926263012705642
3.0,16.0,3.0,12.4,0.27344300585949294,0.0,0.27344300585949294
3.0,16.0,4.0,12.1,0.324713569458148,0.0,0.324713569458148
3.0,16.0,5.0,11.8,0.3759841330568027,0.0,0.3759841330568027
3.0,16.0,6.0,11.8,0.3759841330568027,0.0,0.3759841330568027
3.0,16.0,7.0,11.7,0.3930743209230213,0.0,0.3930743209230213
3.0,16.0,8.0,11.6,0.41016450878923955,1.6099999999999999,2.0201645087892395
3.0,16.0,9.0,11.8,0.3759841330568027,0.42,0.7959841330568027
3.0,16.0,10.0,12.3,0.2905331937257112,0.21,0.5005331937257111
3.0,16.0,11.0,12.6,0.23926263012705642,0.105,0.34426263012705643
3.0,16.0,12.0,13.5,0.08545093933109156,0.21,0.29545093933109157
3.0,16.0,13.0,14.7,0.0,0.315,0.315
3.0,16.0,14.0,14.7,0.0,0.0,0.0
3.0,16.0,15.0,15.6,0.0,0.105,0.105
3.0,16.0,16.0,15.7,0.0,0.105,0.105
3.0,16.0,17.0,15.0,0.0,0.105,0.105
3.0,16.0,18.0,14.5,0.0,0.0,0.0
3.0,16.0,19.0,13.2,0.1367215029297466,0.315,0.4517215029297466
3.0,16.0,20.0,11.8,0.3759841330568027,0.105,0.4809841330568027
3.0,16.0,21.0,11.1,0.4956154481203311,0.735,1.230615448120331
3.0,16.0,22.0,10.5,0.5981565753176409,1.505,2.103156575317641
3.0,16.0,23.0,9.6,0.7519682661136058,0.0,0.7519682661136058
3.0,16.0,24.0,9.0,0.8545093933109156,0.0,0.8545093933109156
3.0,17.0,1.0,7.7,1.0766818355717536,0.0,1.0766818355717536
3.0,17.0,2.0,8.9,0.8715995811771339,0.0,0.8715995811771339
3.0,17.0,3.0,7.5,1.1108622113041904,0.0,1.1108622113041904
3.0,17.0,4.0,6.7,1.2475837142339368,0.0,1.2475837142339368
3.0,17.0,5.0,6.2,1.3330346535650284,0.0,1.3330346535650284
3.0,17.0,6.0,6.2,1.3330346535650284,0.0,1.3330346535650284
3.0,17.0,7.0,7.9,1.042501459839317,0.0,1.042501459839317
3.0,17.0,8.0,10.8,0.5468860117189859,1.6099999999999999,2.156886011718986
3.0,17.0,9.0,14.2,0.0,0.42,0.42
3.0,17.0,10.0,16.0,0.0,0.21,0.21
3.0,17.0,11.0,17.4,0.0,0.105,0.105
3.0,17.0,12.0,18.1,0.0,0.21,0.21
3.0,17.0,13.0,18.1,0.0,0.315,0.315
3.0,17.0,14.0,18.2,0.0,0.0,0.0
3.0,17.0,15.0,17.6,0.0,0.105,0.105
3.0,17.0,16.0,16.6,0.0,0.105,0.105
3.0,17.0,17.0,14.9,0.0,0.105,0.105
3.0,17.0,18.0,11.3,0.46143507238789433,0.0,0.46143507238789433
3.0,17.0,19.0,9.7,0.7348780782473875,0.315,1.0498780782473875
3.0,17.0,20.0,8.6,0.9228701447757889,0.105,1.027870144775789
3.0,17.0,21.0,7.7,1.0766818355717536,0.735,1.8116818355717537
3.0,17.0,22.0,7.2,1.1621327749028452,1.505,2.667132774902845
3.0,17.0,23.0,6.2,1.3330346535650284,0.0,1.3330346535650284
3.0,17.0,24.0,6.4,1.2988542778325916,0.0,1.2988542778325916
3.0,18.0,1.0,6.3,1.31594446569881,0.0,1.31594446569881
3.0,18.0,2.0,5.4,1.4697561564947748,0.0,1.4697561564947748
3.0,18.0,3.0,4.2,1.6748384108893948,0.0,1.6748384108893948
3.0,18.0,4.0,3.8,1.7431991623542678,0.0,1.7431991623542678
3.0,18.0,5.0,4.0,1.7090187866218312,0.0,1.7090187866218312
3.0,18.0,6.0,4.8,1.5722972836920845,0.0,1.5722972836920845
3.0,18.0,7.0,6.8,1.2304935263677186,0.0,1.2304935263677186
3.0,18.0,8.0,8.0,1.0254112719730988,1.6099999999999999,2.6354112719730987
3.0,18.0,9.0,9.6,0.7519682661136058,0.42,1.1719682661136057
3.0,18.0,10.0,11.2,0.47852526025411285,0.21,0.6885252602541129
3.0,18.0,11.0,12.8,0.20508225439461963,0.105,0.3100822543946196
3.0,18.0,12.0,14.3,0.0,0.21,0.21
3.0,18.0,13.0,14.2,0.0,0.315,0.315
3.0,18.0,14.0,13.1,0.15381169079596488,0.0,0.15381169079596488
3.0,18.0,15.0,13.5,0.08545093933109156,0.105,0.19045093933109156
3.0,18.0,16.0,13.3,0.11963131506352806,0.105,0.22463131506352807
3.0,18.0,17.0,13.1,0.15381169079596488,0.105,0.2588116907959649
3.0,18.0,18.0,13.3,0.11963131506352806,0.0,0.11963131506352806
3.0,18.0,19.0,11.6,0.41016450878923955,0.315,0.7251645087892395
3.0,18.0,20.0,9.8,0.717787890381169,0.105,0.822787890381169
3.0,18.0,21.0,9.3,0.8032388297122606,0.735,1.5382388297122604
3.0,18.0,22.0,9.5,0.7690584539798241,1.505,2.274058453979824
3.0,18.0,23.0,8.7,0.9057799569095707,0.0,0.9057799569095707
3.0,18.0,24.0,8.9,0.8715995811771339,0.0,0.8715995811771339
3.0,19.0,1.0,8.7,0.9057799569095707,0.0,0.9057799569095707
3.0,19.0,2.0,8.1,1.0083210841068804,0.0,1.0083210841068804
3.0,19.0,3.0,7.8,1.0595916477055354,0.0,1.0595916477055354
3.0,19.0,4.0,7.5,1.1108622113041904,0.0,1.1108622113041904
3.0,19.0,5.0,7.9,1.042501459839317,0.0,1.042501459839317
3.0,19.0,6.0,8.3,0.9741407083744437,0.0,0.9741407083744437
3.0,19.0,7.0,8.4,0.9570505205082254,0.0,0.9570505205082254
3.0,19.0,8.0,9.2,0.8203290175784791,1.6099999999999999,2.430329017578479
3.0,19.0,9.0,9.8,0.717787890381169,0.42,1.137787890381169
3.0,19.0,10.0,10.5,0.5981565753176409,0.21,0.8081565753176408
3.0,19.0,11.0,11.8,0.3759841330568027,0.105,0.4809841330568027
3.0,19.0,12.0,11.4,0.44434488452167603,0.21,0.654344884521676
3.0,19.0,13.0,9.6,0.7519682661136058,0.315,1.0669682661136057
3.0,19.0,14.0,9.9,0.7006977025149508,0.0,0.7006977025149508
3.0,19.0,15.0,10.1,0.6665173267825142,0.105,0.7715173267825142
3.0,19.0,16.0,10.2,0.649427138916296,0.105,0.754427138916296
3.0,19.0,17.0,10.4,0.6152467631838592,0.105,0.7202467631838592
3.0,19.0,18.0,10.4,0.6152467631838592,0.0,0.6152467631838592
3.0,19.0,19.0,10.0,0.6836075146487325,0.315,0.9986075146487325
3.0,19.0,20.0,9.4,0.7861486418460423,0.105,0.8911486418460423
3.0,19.0,21.0,9.0,0.8545093933109156,0.735,1.5895093933109155
3.0,19.0,22.0,8.6,0.9228701447757889,1.505,2.4278701447757887
3.0,19.0,23.0,8.7,0.9057799569095707,0.0,0.9057799569095707
3.0,19.0,24.0,8.3,0.9741407083744437,0.0,0.9741407083744437
